Medium Shield Maintenance Bot II	23,622,984,192	17.530249546445692
Setele's Modified Magnetic Field Stabilizer	3,661,306,849	0.5836807623585467
Tuvan's Modified Tracking Computer	3,113,396,522	1.3258086796655488
Customs Office Gantry	2,153,097,553	22.290271338693522
Pithum A-Type EM Shield Amplifier	2,073,606,623	79.6732019557345
Providence	1,919,492,329	2.6746541945874185
Unstable Vorton Tuning System Mutaplasmid	1,915,717,454	5.432548072101818
Inherent Implants 'Noble' Hull Upgrades HG-1006	1,728,762,353	7.63800153685519
Synth Frentix Booster Reaction Formula	1,677,412,440	120.39043766137814
Veles Entropic Radiation Sink	1,625,150,492	2.641756520546716
Zorya's Entropic Radiation Sink	1,618,065,745	0.8538515399779026
Domination Tracking Enhancer	1,524,053,959	35.27919017386379
Low-grade Centurion Beta	1,309,712,079	10.295385944401266
'Excavator' Mining Drone	1,278,083,637	23.03808131821892
Unstable Heavy Warp Scrambler Mutaplasmid	1,221,140,536	1.7790405307910784
Large Vorton Projector II	1,187,352,799	4.947138425807037
Rhea	1,139,953,089	1.9668606393927974
True Sansha Power Diagnostic System	1,132,731,180	62.659378495973584
Inherent Implants 'Squire' Capacitor Management EM-806	986,964,475	5.820807485548669
Astrahus	929,111,917	7.767844808615322
XL Cruise Missile Launcher II	864,834,577	10.241637283304591
Exigent Medium Drone Firepower Mutaplasmid	846,338,026	66.94388189176068
Neural Lace 'Blackglass' Net Intrusion 920-40	819,062,478	104.40034647745424
RSS Core Scanner Probe	805,057,826	63.15565976347082
Corpus X-Type Thermal Armor Hardener	803,053,878	16.49455446649346
Medium Vorton Specialization	771,375,587	32.96195145441545
High-grade Mimesis Delta	700,083,372	1.5477954786465535
Mid-grade Mimesis Delta	670,797,728	2.9432751925679264
Eifyr and Co. 'Gunslinger' Motion Prediction MR-704	669,468,700	7.853005280628392
High-grade Mimesis Epsilon	662,250,651	1.0450159628643352
Poteque 'Prospector' Astrometric Acquisition AQ-710	661,356,416	14.650903097898167
Domination Large Shield Booster	654,340,450	21.00800233505408
SPZ-3 "Torch" Laser Sight Combat Ocular Enhancer (right/black)	627,210,960	1.410362928349885
Dread Guristas Heavy Assault Missile Launcher	625,548,247	38.99391900270365
Ahremen's Modified Capacitor Power Relay	622,150,297	0.7086801426872771
Lancer Dreadnoughts	594,048,900	0.6306385487516494
Caldari Navy Rocket Launcher	588,096,903	24.963893355749
Unstable Small Energy Neutralizer Mutaplasmid	582,335,161	70.35624975848145
Dark Blood Reactor Control Unit	572,614,943	42.9913691495132
Nerve Sticks	571,759,557	615.0075
Large Vorton Projector I	568,197,267	1.4697747148571425
True Sansha Small Armor Repairer	565,038,400	28.708324988248165
Dread Guristas 250mm Railgun	558,407,826	13.835845986543745
Drone Cerebral Fragment	528,459,152	12275.47391760843
Standup XL Energy Neutralizer I	518,525,798	3.4867175004104647
Elite Infomorph Psychology	517,343,484	1.0966308190130154
Mid-grade Hydra Epsilon	516,387,689	2.543531127691372
Focused Anode Pulse Particle Stream I	507,837,372	123.14657134232752
Antipharmakon Toxot	503,504,557	33.35814846255631
Large Disintegrator Specialization	502,184,715	22.737694241043187
Low-grade Centurion Gamma	486,833,698	6.765356467812406
Mid-grade Nirvana Delta	477,370,979	16.197990533296473
Mid-grade Virtue Omega	467,922,221	7.641792230658707
Domination Large Proton Smartbomb	457,595,023	15.299576154913215
True Sansha Reactor Control Unit	457,079,117	78.29378512030088
Medium Hybrid Burst Aerator I	455,906,354	125.50797949125041
Mid-grade Nomad Omega	455,217,056	2.3718857473278967
High-grade Amulet Omega	451,743,548	5.524563388549347
Domination Gyrostabilizer	444,199,507	37.58096649075779
Zainou 'Deadeye' Target Navigation Prediction TN-906	438,178,391	1.9728612033368653
Cataclysmic Gamma Filament	428,481,934	77.61229071640335
Zainou 'Deadeye' Missile Projection MP-706	423,113,549	1.3815501506092778
Republic Fleet Large Proton Smartbomb	413,030,246	4.75801830741504
Corpus X-Type Kinetic Armor Hardener	409,392,120	23.22212442079404
Core C-Type 100MN Afterburner	409,361,407	10.769721122308152
Compact Compounds	408,892,764	1373.6583638973575
Yan Jung Tachyon Stetoscope	408,785,396	7.0758516939519
Mid-grade Nomad Epsilon	408,740,809	5.828912185941541
Gist B-Type Shield Boost Amplifier	407,800,479	8.295371838806696
Shadow Serpentis Dual 250mm Railgun	406,903,074	8.264301337752155
Mysterious GalNet Crate II	403,884,140	37.96545846172992
Genolution Core Augmentation CA-3	402,082,865	119.73879251082536
Radical Drone Damage Amplifier Mutaplasmid	401,881,005	11.5765808922412
425mm Medium 'Jolt' Autocannon I	400,524,770	8.962317756297951
Zainou 'Deadeye' Rapid Launch RL-1004	384,824,068	5.448566343678542
Corpii A-Type Small Energy Neutralizer	383,808,661	31.789345411739056
Federation Navy Thermal Armor Hardener	377,775,425	22.51975526264943
Mid-grade Rapture Epsilon	376,277,938	3.4840549843024506
Corpum C-Type Explosive Energized Membrane	376,091,222	71.41442653251836
Medium Hybrid Collision Accelerator I	374,917,776	88.28938331425024
Unstable Small Shield Extender Mutaplasmid	372,954,641	138.61506405100084
Genolution Core Augmentation CA-4	372,340,323	89.67734192556424
Gistum B-Type EM Shield Amplifier	370,428,106	37.82221298700187
Inherent Implants 'Squire' Capacitor Management EM-802	368,090,309	49.59823285738805
Victorieux Luxury Yacht	367,268,899	11.477870473994601
Inherent Implants 'Squire' Capacitor Management EM-804	366,016,710	12.466636612609827
Sentient Drone Navigation Computer	365,742,134	33.714856493374846
Republic Fleet Small Shield Booster	365,145,032	11.15515492057757
High-grade Ascendancy Omega	363,303,712	0.7764061135407272
SCC Guidelines - Lotteries For Dummies	359,945,765	2.9998182073444233
Quad 3500mm Siege Artillery II	354,876,141	2.663035730336277
Dread Guristas Rapid Heavy Missile Launcher	351,257,091	8.291092111894017
Standup Multirole Missile Launcher I	349,953,683	15.017344461899919
Sin	347,417,815	5.060858520978252
Capital Clone Vat Bay	346,473,650	24.15039558519289
Small Core Defense Operational Solidifier II	345,041,980	43.519529787430685
Project Compass Star Charts	338,764,441	8.474783073458628
Zainou 'Snapshot' Heavy Assault Missiles AM-706	338,256,260	0.9870763552155684
Legion Core - Augmented Antimatter Reactor	338,141,213	26.279315878604866
Anshar	335,718,140	0.5818338663815784
Gecko	335,674,024	60.74448500128416
Fenrir	335,561,340	1.7979068821557538
Unstable Large Cap Battery Mutaplasmid	333,137,722	17.537256377074375
Defunct Name Change Token	332,960,158	1.9541501434236541
Eifyr and Co. 'Gunslinger' Surgical Strike SS-906	331,269,651	2.406101524783495
10MN Analog Booster Afterburner	327,675,339	5.455818022572697
Heavy Compact Entropic Disintegrator	326,846,505	15.349770725937612
Black Eagle Drone Link Augmentor	322,975,902	4.028939451266832
Quad 800mm Repeating Cannon II	321,965,974	3.2302225687824397
Mining Drone I Blueprint	320,308,130	14.73359142901223
Eifyr and Co. 'Rogue' Warp Drive Speed WS-615	319,082,154	3.424473359987738
Mid-grade Harvest Gamma	317,814,143	1.5059070051004158
Tempest Fleet Issue	317,486,534	3.698455719198937
Cyclops II	314,849,184	25.170617398061157
'Basic' Capacitor Power Relay	309,709,181	8.412981229306572
High-grade Mimesis Alpha	308,461,247	1.6628638703229175
Poteque 'Prospector' Archaeology AC-905	307,050,328	40.91985661611391
Republic Fleet Rocket Launcher	300,759,332	11.983656229623062
25000mm Rolled Tungsten Compact Plates	299,303,626	8.859671568876426
'Halberd' Mega Pulse Laser I	299,254,965	3.382229884326689
250mm 'Flintlock' Railgun	294,180,342	7.80951492759635
Eifyr and Co. 'Rogue' Warp Drive Speed WS-618	294,082,912	2.7593727715125578
Zainou 'Gnome' Shield Operation SP-906	293,180,585	3.3209930304445097
Centum A-Type Medium Remote Capacitor Transmitter	292,802,579	47.07906244786341
Low-grade Asklepian Epsilon	289,554,844	4.94782857724679
Corelum A-Type Thermal Energized Membrane	287,863,695	8.624380072316733
50MN Digital Booster Microwarpdrive	286,099,264	2.36980347503897
Federation Navy 50MN Microwarpdrive	284,391,894	8.217661382535807
Small Processor Overclocking Unit I Blueprint	281,797,051	43.94911951793208
Dread Guristas Rapid Light Missile Launcher	278,208,617	27.617047921538497
Gravid Vorton Tuning System Mutaplasmid	277,954,608	10.695909815682505
Corpum C-Type Medium Energy Neutralizer	276,144,313	22.582950053422532
Dual Giga Beam Laser II	275,669,504	1.106973072062107
Neurotoxin Control	273,963,692	77.70388412241716
Corelum C-Type Medium Remote Armor Repairer	273,924,571	37.766030310175715
High-grade Halo Epsilon	273,549,871	1.4560748590644486
Dark Blood Medium Energy Neutralizer	273,213,155	18.73799989397776
Shadow Serpentis Sensor Booster	272,752,461	37.692775427856404
Low-grade Nomad Omega	271,419,216	1.4085577372403253
High-grade Talisman Epsilon	271,379,870	2.614449615667962
Dread Guristas Inferno Heavy Missile	270,137,997	1004.1520833333334
Thukker Medium Cap Battery	267,529,314	40.331255063464674
Siren I	267,099,966	42.12315327707384
Eifyr and Co. 'Gunslinger' Surgical Strike SS-904	266,658,809	3.2188026558117175
Centum A-Type Explosive Energized Membrane	264,949,375	16.728080478286305
Dual 150mm Prototype Gauss Gun	262,987,600	236.96267683807247
True Sansha Large Armor Repairer	261,483,078	20.103103536990254
Frostline 'Clavicula' Integrated Analyzer	261,277,138	3.616092377440645
Isogen	257,823,904	24970838.24361474
Capital Murky Compact Remote Shield Booster	256,423,600	2.280456057864871
Unstable Small Armor Plate Mutaplasmid	255,538,657	65.95516173154775
Capital Core Temperature Regulator	253,390,208	2.03447834064741
Guristas Copper Tag	252,837,897	96.88574982199844
EDENCOM Frigate	250,455,105	11.74230310377256
Domination Light Missile Launcher	248,286,457	9.711094158989145
